,Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,attribute_term,ethnic_identity,Person Assigned to,person assigned to
1276,1589.0,short people are funny.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,short people are funny,short people,are funny,['yoruba'],Melissah,
1277,1590.0,Tall people are leaders,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Tall people are leaders,tall people,are leaders,['yoruba'],Melissah,
1278,1591.0,tall people are confident,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,tall people are confident,tall people,are confident,['yoruba'],Melissah,
1279,1592.0,tall people are intimidating,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,tall people are intimidating,tall people,are intimidating,['yoruba'],Melissah,
1280,1593.0,tall people are good at sports.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,tall people are good at sports,tall people,are good at sports,['yoruba'],Melissah,
1281,1594.0,Blondes are dumb,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,Blondes are dumb,blondes,dumb,['yoruba'],Melissah,
1282,1595.0,blondes are fun-loving,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,blondes are fun-loving,blondes,fun-loving,['yoruba'],Melissah,
1283,1596.0,blondes are naive,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,blondes are naive,blondes,naive,['yoruba'],Melissah,
1284,1597.0,blondes are flirtatious.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,blondes are flirtatious,blondes,flirtatious,['yoruba'],Melissah,
1285,1598.0,Redheads are fiery,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Redheads are fiery,redheads,fiery,['yoruba'],Melissah,
1286,1599.0,redheads are hot-tempered,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,redheads are hot-tempered,redheads,hot-tempered,['yoruba'],Melissah,
1287,1600.0,redheads are unique,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,redheads are unique,redheads,unique,['yoruba'],Melissah,
1288,1601.0,redheads are exotic.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,redheads are exotic,redheads,exotic,['yoruba'],Melissah,
1289,1602.0,People with tattoos are rebellious,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,People with tattoos are rebellious,people with tattoos,are rebellious,['yoruba'],Melissah,
1290,1603.0,people with tattoos are criminals,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,people with tattoos are criminals,people with tattoos,are criminals,['yoruba'],Melissah,
1291,1604.0,people with tattoos are creative,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,people with tattoos are creative,people with tattoos,are creative,['yoruba'],Melissah,
1292,1605.0,people with tattoos are attention-seeking.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,people with tattoos are attention-seeking,people with tattoos,are attention seeking,['yoruba'],Melissah,
1293,1606.0,Gamers are antisocial,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Gamers are antisocial,gamers,antisocial,['yoruba'],Melissah,
1294,1607.0,gamers are lazy,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,gamers are lazy,gamers,lazy,['yoruba'],Melissah,
1295,1608.0,gamers are male,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,gamers are male,gamers,male,['yoruba'],Melissah,
1296,1609.0,gamers are immature,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,gamers are immature,gamers,immature,['yoruba'],Melissah,
1297,1610.0,gamers are obsessed with fantasy.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,gamers are obsessed with fantasy,gamers,obsessed with fantasy,['yoruba'],Melissah,
1298,1611.0,Vegetarians are self-righteous,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Vegetarians are self-righteous,vegetarians,self-righteous,['yoruba'],Melissah,
1299,1612.0,vegetarians are healthy,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,vegetarians are healthy,vegetarians,healthy,['yoruba'],Melissah,
1300,1613.0,vegetarians are weak,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,vegetarians are weak,vegetarians,weak,['yoruba'],Melissah,
1301,1614.0,vegetarians are environmentalists.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,vegetarians are environmentalists,vegetarians,environmentalists,['yoruba'],Melissah,
1302,1615.0,LGBTQ+ people are flamboyant,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,LGBTQ+ people are flamboyant,lgbtq+ people,are flamboyant,['yoruba'],Melissah,
1303,1616.0,LGBTQ+ people are promiscuous,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,LGBTQ+ people are promiscuous,lgbtq+ people,are promiscuous,['yoruba'],Melissah,
1304,1617.0,LGBTQ+ people are attention-seeking,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,LGBTQ+ people are attention-seeking,lgbtq+ people,are attention-seeking,['yoruba'],Melissah,
1305,1618.0,LGBTQ+ people are creative,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,LGBTQ+ people are creative,lgbtq+ people,are creative,['yoruba'],Melissah,
1306,1619.0,LGBTQ+ people are politically active.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,LGBTQ+ people are politically active,lgbtq+ people,are politically active,['yoruba'],Melissah,
1307,1620.0,Stay-at-home parents are unambitious,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Stay-at-home parents are unambitious,stay-at-home parents,unambitious,['yoruba'],Melissah,
1308,1623.0,stay-at-home parents are traditional.,misc,56.0,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,stay-at-home parents are traditional,stay-at-home parents,traditional,['yoruba'],Melissah,
1309,1624.0,Women are weak,women,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,nl,Women are weak,women,weak,['yoruba'],Melissah,
1310,1625.0,women are gold diggers,women,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,af,women are gold diggers,women,gold diggers,['yoruba'],Melissah,
1311,1626.0,women are caring,women,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,women are caring,women,caring,['yoruba'],Melissah,
1312,1627.0,women are not as smart as men,women,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,women are not as smart as men,women,not as smart as men,['yoruba'],Melissah,
1313,1628.0,women are emotionally unstable,women,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,women are emotionally unstable,women,emotionally unstable,['yoruba'],Melissah,
1314,1629.0,Men are uncaring,men,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,ro,Men are uncaring,men,uncaring,['yoruba'],Melissah,
1315,1630.0,men are strong,men,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,no,men are strong,men,strong,['yoruba'],Melissah,
1316,1631.0,men don't show emotions,men,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,men don't show emotions,men,don't show emotions,['yoruba'],Melissah,
1317,1634.0,People from the north are not smart,ethnicity_region,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,People from the north are not smart,people from northern nigeria,are not smart,['yoruba'],Melissah,
1318,1636.0,Yoruba ladies don't cook well,ethnicity_region,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,Yoruba ladies don't cook well,yoruba women,don't cook well,['yoruba'],Melissah,
1319,1638.0,Muslims are terrorist sympathetics,religion,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,Muslims are terrorist sympathetics,muslims,terrorist sympathetics,['yoruba'],Melissah,
1320,1643.0,Traders are not financially okay,profession,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,Traders are not financially okay,traders,not financially okay,['yoruba'],Melissah,
1321,1646.0,politicians are liars,profession,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,it,politicians are liars,politicians,liars,['yoruba'],Melissah,
1322,1647.0,musicians are wayward,profession,57.0,Male,36–50 *,Employed *,Journalism *,Islam,Nigeria,Nigerian,en,musicians are wayward,musicians,wayward,['yoruba'],Melissah,
1323,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are home builders,women,home builders,['yoruba'],Melissah,
1324,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women keeps the home,women,keeps the home,['yoruba'],Melissah,
1325,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women should be full house wives because of their children,women,should be full house wives because of their children!,['yoruba'],Melissah,
1326,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women should be limited to some kinds of jobs because of the superiority of Men,women,should be limited to some kinds of jobs because of the superiority of men,['yoruba'],Melissah,
1327,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women must submit to men unconditionally at all times,women,must submit to men unconditionally at all times,['yoruba'],Melissah,
1328,1772.0,Women are home builders! Women keeps the home! Women should be full house wives because of their children! Women should be limited to some kinds of jobs because of the superiority of Men.  Women must submit to men unconditionally at all times. Men are the head of the home.,women,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are the head of the home,men,the head of the home,['yoruba'],Melissah,
1329,1773.0,Men are not allowed to show emotions so as not to be perceived weak. Men are of higher societal value than women.Men are mini God's who are to be worshipped and obeyed unconditionally.  Hard works are for men,men,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are not allowed to show emotions so as not to be perceived weak,men,not allowed to show emotions so as not to be perceived weak,['yoruba'],Melissah,
1330,1773.0,Men are not allowed to show emotions so as not to be perceived weak. Men are of higher societal value than women.Men are mini God's who are to be worshipped and obeyed unconditionally.  Hard works are for men,men,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are of higher societal value than women,men,of higher societal value than women,['yoruba'],Melissah,
1331,1773.0,Men are not allowed to show emotions so as not to be perceived weak. Men are of higher societal value than women.Men are mini God's who are to be worshipped and obeyed unconditionally.  Hard works are for men,men,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are mini God's who are to be worshipped and obeyed unconditionally,men,mini god's who are to be worshipped and obeyed unconditionally,['yoruba'],Melissah,
1332,1775.0,Northerners are uneducated. Northerners value cows more than human lives. Northerners are violent and aggressive.  Igbo's are business oriented.  Igbo's are close knitted. Yoruba's are friendly and accommodating.  Yoruba's loves party's.,ethnicity_region,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Northerners are uneducated,people from northern nigeria,uneducated,['yoruba'],Melissah,
1333,1775.0,Northerners are uneducated. Northerners value cows more than human lives. Northerners are violent and aggressive.  Igbo's are business oriented.  Igbo's are close knitted. Yoruba's are friendly and accommodating.  Yoruba's loves party's.,ethnicity_region,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Northerners value cows more than human lives,people from northern nigeria,value cows more than human lives,['yoruba'],Melissah,
1334,1775.0,Northerners are uneducated. Northerners value cows more than human lives. Northerners are violent and aggressive.  Igbo's are business oriented.  Igbo's are close knitted. Yoruba's are friendly and accommodating.  Yoruba's loves party's.,ethnicity_region,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Northerners are violent and aggressive,people from northern nigeria,violent and aggressive,['yoruba'],Melissah,
1335,1775.0,Northerners are uneducated. Northerners value cows more than human lives. Northerners are violent and aggressive.  Igbo's are business oriented.  Igbo's are close knitted. Yoruba's are friendly and accommodating.  Yoruba's loves party's.,ethnicity_region,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yoruba's loves party's,yoruba people,love parties,['yoruba'],Melissah,
1336,1776.0,Christains are peaceful and accommodating. Muslims are aggressive and violent.,religion,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Muslims are aggressive and violent,muslims,aggressive and violent,['yoruba'],Melissah,
1337,1777.0,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Young people are the highest risk takers,young people,are the highest risk takers,['yoruba'],Melissah,
1338,,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Very daring and innovative,young people,daring,['yoruba'],,
1339,,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Very daring and innovative,young people,innovative,['yoruba'],,
1340,1777.0,Young people are the highest risk takers. Very daring and innovative.  Old people are more calculative,age,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are more calculative,old people,are more calculative,['yoruba'],Melissah,
1341,1779.0,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Journalists are extroverts,journalists,are extroverts,['yoruba'],Melissah,
1342,1779.0,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Fashion designers are tailors,fashion designers,are tailors,['yoruba'],Melissah,
1343,1779.0,Journalists are extroverts! Fashion designers are tailors!Human Doctors are better than vets.,profession,59.0,Female,26–35 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Human Doctors are better than vets,doctors,are better than vets,['yoruba'],Melissah,
1344,1782.0,They are weak,women,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,They are weak,women,weak,['yoruba'],Melissah,
1345,1783.0,they belong to the kitchen.,women,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,they belong to the kitchen,women,belong to the kitchen,['yoruba'],Melissah,
1346,1784.0,They shouldn't cry,men,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,They shouldn't cry,men,shouldn't cry,['yoruba'],Melissah,
1347,1785.0,they should be provider.,men,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,they should be provider,men,should be provider,['yoruba'],Melissah,
1348,1787.0,Muslims are very honest.,religion,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Muslims are very honest,muslims,very honest,['yoruba'],Melissah,
1349,1788.0,Young people are wrong and lazy. Young people shouldn't do anything in power,age,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Young people are wrong and lazy,young people,are wrong and lazy,['yoruba'],Melissah,
1350,1788.0,Young people are wrong and lazy. Young people shouldn't do anything in power,age,60.0,Male,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Young people shouldn't do anything in power,young people,shouldn't do anything in power,['yoruba'],Melissah,
1351,1791.0,Men are polygamous,men,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Men are polygamous,men,polygamous,['yoruba'],Melissah,
1352,1792.0,heady,men,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,cy,heady,men,heady,['yoruba'],Melissah,
1353,1793.0,People from the South Eastern part are rude,ethnicity_region,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,People from the South Eastern part are rude,people from the south-eastern nigeria,rude,['yoruba'],Melissah,
1354,1797.0,People from the North are gullible,ethnicity_region,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,People from the North are gullible,people from northern nigeria,are gullible,['yoruba'],Melissah,
1355,1800.0,Muslims are perceived as intolerant.,religion,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Muslims are perceived as intolerant,muslims,perceived as intolerant,['yoruba'],Melissah,
1356,1802.0,Old people are peacemakers.,age,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Old people are peacemakers,old people,are peacemakers,['yoruba'],Melissah,
1357,1803.0,Young people are inexperienced.,age,61.0,Female,26–35 *,Employed *,Safety and Security  *,Christianity,Nigeria,Nigerian,en,Young people are inexperienced,young people,are inexperienced,['yoruba'],Melissah,
1358,1808.0,Women are stronger even when they are weak,women,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are stronger even when they are weak,women,stronger even when they are weak,['yoruba'],Melissah,
1359,1809.0,caring,women,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,caring,women,caring,['yoruba'],Melissah,
1360,1810.0,loving,women,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,sl,loving,women,loving,['yoruba'],Melissah,
1361,1811.0,kind,women,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,tr,kind,women,kind,['yoruba'],Melissah,
1362,1814.0,Men are strong too,men,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Men are strong too,men,strong too,['yoruba'],Melissah,
1363,1824.0,Muslims are devoted in terms of prayers but they are violent in nature,religion,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Muslims are devoted in terms of prayers but they are violent in nature,muslims,devoted in terms of prayers but they are violent in nature,['yoruba'],Melissah,
1364,1825.0,Christians are not devoted as Muslims but they love peace. Traditional worshippers can be running there things in the background,religion,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are not devoted as Muslims but they love peace,christians,not devoted as muslims,['yoruba'],Melissah,
1365,1825.0,Christians are not devoted as Muslims but they love peace. Traditional worshippers can be running there things in the background,religion,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers can be running there things in the background,christians,love peace,['yoruba'],Melissah,
1366,1826.0,Young people are definitely dependant,age,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Young people are definitely dependant,young people,are definitely dependant,['yoruba'],Melissah,
1367,1831.0,Doctors are smart and intelligent,profession,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are smart and intelligent,doctors,smart and intelligent,['yoruba'],Melissah,
1368,1832.0,Lawyers are proud,profession,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Lawyers are proud,lawyers,proud,['yoruba'],Melissah,
1369,1834.0,Teachers are free minded,profession,62.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Teachers are free minded,teachers,free minded,['yoruba'],Melissah,
1370,1836.0,Women are meant to do the cooking for the family,women,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Women are meant to do the cooking for the family,women,meant to do the cooking for the family,['yoruba'],Melissah,
1371,1837.0,women should not be involved in political activities,women,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women should not be involved in political activities,women,should not be involved in political activities,['yoruba'],Melissah,
1372,1838.0,Men should not cry,men,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Men should not cry,men,should not cry,['yoruba'],Melissah,
1373,1839.0,Igbos are tribalistic,ethnicity_region,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Igbos are tribalistic,igbo people,tribalistic,['yoruba'],Melissah,
1374,1840.0,yorubas are more educated,ethnicity_region,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,yorubas are more educated,yoruba people,more educated,['yoruba'],Melissah,
1375,1842.0,Muslims are boko haram,religion,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,Muslims are boko haram,muslims,boko haram,['yoruba'],Melissah,
1376,1843.0,Christians dress inappropriately,religion,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians dress inappropriately,christians,dress inappropriately,['yoruba'],Melissah,
1377,1844.0,Young people dress inappropriately,age,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Young people dress inappropriately,young people,dress inappropriately,['yoruba'],Melissah,
1378,1845.0,Old people stereotype the young,age,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Old people stereotype the young,old people,stereotype the young,['yoruba'],Melissah,
1379,1846.0,Lawyers are criminals,profession,63.0,Male,18–25 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Lawyers are criminals,lawyers,criminals,['yoruba'],Melissah,
1380,1850.0,cook,women,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,cook,women,cook,['goemai'],Melissah,
1381,1854.0,fearless,men,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,fearless,men,fearless,['goemai'],Melissah,
1382,1859.0,Muslims are fantastics,religion,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,ca,Muslims are fantastics,muslims,fantastics,['goemai'],Melissah,
1383,1860.0,Christians are holier than thou,religion,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Christians are holier than thou,christians,holier than thou,['goemai'],Melissah,
1384,1861.0,Old people are wizards,age,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Old people are wizards,old people,are wizards,['goemai'],Melissah,
1385,1862.0,Young people don't have respect,age,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Young people don't have respect,young people,don't have respect,['goemai'],Melissah,
1386,1863.0,Doctors feel they know more than everyone.,profession,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Doctors feel they know more than everyone,doctors,feel they know more than everyone,['goemai'],Melissah,
1387,1865.0,Females aren't supposed to be doctors and males aren't supposed to be nurses,misc,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Females aren't supposed to be doctors and males aren't supposed to be nurses,women,aren't supposed to be doctors ,['goemai'],Melissah,
1388,1865.0,Females aren't supposed to be doctors and males aren't supposed to be nurses,misc,64.0,Female,36–50 *,Employed *,Humanitarian  *,Christianity,Nigeria,Nigerian,en,Females aren't supposed to be doctors and males aren't supposed to be nurses,men,aren't supposed to be nurses,['goemai'],Melissah,
1389,1866.0,Women are strong,women,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong,women,strong,['gamai'],Melissah,
1390,1867.0,women are industrious,women,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are industrious,women,industrious,['gamai'],Melissah,
1391,1868.0,caring,women,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,caring,women,caring,['gamai'],Melissah,
1392,1869.0,promiscuous,women,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,promiscuous,women,promiscuous,['gamai'],Melissah,
1393,1870.0,Promiscuous,men,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Promiscuous,men,promiscuous,['gamai'],Melissah,
1394,1871.0,strong,men,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,strong,men,strong,['gamai'],Melissah,
1395,1872.0,industrious,men,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,industrious,men,industrious,['gamai'],Melissah,
1396,1873.0,hardworking,men,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,hardworking,men,hardworking,['gamai'],Melissah,
1397,1874.0,bullies,men,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,bullies,men,bullies,['gamai'],Melissah,
1398,1876.0,people from the North are uneducated,ethnicity_region,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people from the North are uneducated,people from northern nigeria,are uneducated,['gamai'],Melissah,
1399,1880.0,Muslims are not peaceful,religion,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Muslims are not peaceful,muslims,not peaceful,['gamai'],Melissah,
1400,1881.0,Christians are patient,religion,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,Christians are patient,christians,patient,['gamai'],Melissah,
1401,1882.0,Traditional worshippers are not tolerant,religion,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are not tolerant,traditional worshippers,not tolerant,['gamai'],Melissah,
1402,1883.0,Old people are wise,age,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,are wise,['gamai'],Melissah,
1403,1884.0,young people are agile,age,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,young people are agile,young people,are agile,['gamai'],Melissah,
1404,1885.0,children are innocent and agile,age,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,children are innocent and agile,children,innocent and agile,['gamai'],Melissah,
1405,1887.0,teachers are patient and dedicated,profession,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,teachers are patient and dedicated,teachers,patient and dedicated,['gamai'],Melissah,
1406,1888.0,nurses are smart,profession,65.0,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,nurses are smart,nurses,smart,['gamai'],Melissah,
