Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
1348,women are better at raising children,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are better at raising children,women,,better at raising children,,['yoruba'],Daniella
1349,women aren’t interested in sex as much as men,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women aren’t interested in sex as much as men,women,,aren’t interested in sex as much as men,,['yoruba'],Daniella
1350,women cry easily,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women cry easily,women,,cry easily,,['yoruba'],Daniella
1351,women are bad leaders,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are bad leaders,women,,bad leaders,,['yoruba'],Daniella
1352,women overthink everything,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women overthink everything,women,,overthink everything,,['yoruba'],Daniella
1353,women are manipulative,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are manipulative,women,,manipulative,,['yoruba'],Daniella
1354,women are afraid of confrontation,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are afraid of confrontation,women,,afraid of confrontation,,['yoruba'],Daniella
1356,women are always dieting,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,af,women are always dieting,women,,always dieting,,['yoruba'],Daniella
1357,women use their looks to get ahead,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women use their looks to get ahead,women,,use their looks to get ahead,,['yoruba'],Daniella
1358,women are more polite or well-mannered.,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are more polite or well-mannered,women,,more polite or well-mannered,polite,['yoruba'],Daniella
,women are more polite or well-mannered.,women,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are more polite or well-mannered,,women,,well-mannered,['yoruba'],Daniella
1359,Men are strong,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,Men are strong,men,,strong,,['yoruba'],Daniella
1360,men are stoic,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men are stoic,men,,stoic,,['yoruba'],Daniella
1361,men don’t cry,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,men don’t cry,men,,don’t cry,,['yoruba'],Daniella
1362,men are logical,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,men are logical,men,,logical,,['yoruba'],Daniella
1363,men are natural leaders,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,men are natural leaders,men,,natural leaders,,['yoruba'],Daniella
1364,men are assertive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are assertive,men,,assertive,,['yoruba'],Daniella
1365,men are aggressive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,men are aggressive,men,,aggressive,,['yoruba'],Daniella
1366,men are bad at expressing emotions,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are bad at expressing emotions,men,,bad at expressing emotions,,['yoruba'],Daniella
1367,men are dominant,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,men are dominant,men,,dominant,,['yoruba'],Daniella
1368,men are protectors,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are protectors,men,,protectors,,['yoruba'],Daniella
1369,men are providers,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are providers,men,,providers,,['yoruba'],Daniella
1370,men are competitive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,it,men are competitive,men,,competitive,,['yoruba'],Daniella
1371,men love sports,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men love sports,men,,love sports,,['yoruba'],Daniella
1372,men are handy or good with tools,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are handy or good with tools,men,,handy or good with tools,handy,['yoruba'],Daniella
,men are handy or good with tools,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are handy or good with tools,,men,,good with tools ,['yoruba'],Daniella
1373,men are messy,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are messy,men,,messy,,['yoruba'],Daniella
1374,men hate asking for directions,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men hate asking for directions,men,,hate asking for directions,,['yoruba'],Daniella
1375,men are bad at multitasking,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men are bad at multitasking,men,,bad at multitasking,,['yoruba'],Daniella
1376,men think about sex all the time,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men think about sex all the time,men,,think about sex all the time,,['yoruba'],Daniella
1377,men are emotionally unavailable,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are emotionally unavailable,men,,emotionally unavailable,,['yoruba'],Daniella
1378,men are afraid of commitment,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are afraid of commitment,men,,afraid of commitment,,['yoruba'],Daniella
1379,men are always confident,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are always confident,men,,always confident,,['yoruba'],Daniella
1380,men are driven by ego,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are driven by ego,men,,driven by ego,,['yoruba'],Daniella
1381,men are insensitive,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are insensitive,men,,insensitive,,['yoruba'],Daniella
1382,men are better at math and science,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are better at math and science,men,,better at math and science,better at math,['yoruba'],Daniella
,men are better at math and science,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are better at math and science,,men,,better at science,['yoruba'],Daniella
1383,men don’t need help,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,men don’t need help,men,,don’t need help,,['yoruba'],Daniella
1384,men are more rational than emotional,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are more rational than emotional,men,,more rational than emotional,,['yoruba'],Daniella
1385,men are less nurturing,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,men are less nurturing,men,,less nurturing,,['yoruba'],Daniella
1386,men are more career-focused,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are more career-focused,men,,more career-focused,,['yoruba'],Daniella
1387,men aren’t interested in fashion,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men aren’t interested in fashion,men,,aren’t interested in fashion,,['yoruba'],Daniella
1388,men are not good caregivers,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are not good caregivers,men,,not good caregivers,,['yoruba'],Daniella
1389,men cheat more often,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men cheat more often,men,,cheat more often,,['yoruba'],Daniella
1390,men are tough,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are tough,men,,tough,,['yoruba'],Daniella
1391,men like action and violence,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men like action and violence,men,,like action and violence,,['yoruba'],Daniella
1392,men can’t take care of babies,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men can’t take care of babies,men,,can’t take care of babies,,['yoruba'],Daniella
1393,men are always the breadwinners,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men are always the breadwinners,men,,always the breadwinners,,['yoruba'],Daniella
1394,men fear vulnerability,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,sv,men fear vulnerability,men,,fear vulnerability,,['yoruba'],Daniella
1395,men must be successful to be respected,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men must be successful to be respected,men,,successful to be respected,,['yoruba'],Daniella
1396,men are bad listeners,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are bad listeners,men,,bad listeners,,['yoruba'],Daniella
1397,men don’t cook or clean,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men don’t cook or clean,men,,don’t cook or clean,don't cook,['yoruba'],Daniella
,men don’t cook or clean,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,men don’t cook or clean,,men,,don't clean,['yoruba'],Daniella
1398,men are simple-minded,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,men are simple-minded,men,,simple-minded,,['yoruba'],Daniella
1399,men are not detail-oriented.,men,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,no,men are not detail-oriented,men,,not detail-oriented,,['yoruba'],Daniella
1423,Muslims are violent,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Muslims are violent,muslims,,violent,,['yoruba'],Daniella
1424,Muslims are terrorists,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are terrorists,muslims,,terrorists,,['yoruba'],Daniella
1425,Muslims are oppressive to women,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are oppressive to women,muslims,,oppressive to women,,['yoruba'],Daniella
1426,Muslims are extremely conservative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are extremely conservative,muslims,,extremely conservative,,['yoruba'],Daniella
1427,Muslims are anti-Western,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are anti-Western,muslims,,anti-western,,['yoruba'],Daniella
1428,Muslims are all Arabs,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,Muslims are all Arabs,muslims,,all arabs,,['yoruba'],Daniella
1429,Muslims can’t coexist with other religions,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims can’t coexist with other religions,muslims,,can’t coexist with other religions,,['yoruba'],Daniella
1430,Muslims are intolerant,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are intolerant,muslims,,intolerant,,['yoruba'],Daniella
1431,Muslims are overly strict,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are overly strict,muslims,,overly strict,,['yoruba'],Daniella
1432,Muslims don’t value modernity,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fi,Muslims don’t value modernity,muslims,,don’t value modernity,,['yoruba'],Daniella
1433,Muslims are against freedom of speech.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Muslims are against freedom of speech,muslims,,against freedom of speech,,['yoruba'],Daniella
1434,Christians are judgmental,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,fr,Christians are judgmental,christians,,judgmental,,['yoruba'],Daniella
1435,Christians are hypocritical,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are hypocritical,christians,,hypocritical,,['yoruba'],Daniella
1436,Christians are conservative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are conservative,christians,,conservative,,['yoruba'],Daniella
1437,Christians are anti-science,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are anti-science,christians,,anti-science,,['yoruba'],Daniella
1438,Christians are against LGBTQ+ rights,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are against LGBTQ+ rights,christians,,against lgbtq+ rights,,['yoruba'],Daniella
1440,Christians are obsessed with converting others,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are obsessed with converting others,christians,,obsessed with converting others,,['yoruba'],Daniella
1441,Christians blindly follow the Bible,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians blindly follow the Bible,christians,,blindly follow the bible,,['yoruba'],Daniella
1442,Christians are intolerant of other religions,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are intolerant of other religions,christians,,intolerant of other religions,,['yoruba'],Daniella
1443,Christians are all white or Western.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Christians are all white or Western,christians,,all white or western,,['yoruba'],Daniella
1444,Jews are greedy,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are greedy,jews,,greedy,,['yoruba'],Daniella
1445,Jews are good with money,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are good with money,jews,,good with money,,['yoruba'],Daniella
1446,Jews control the media or banks,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews control the media or banks,jews,,control the media or banks,control the media ,['yoruba'],Daniella
,Jews control the media or banks,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews control the media or banks,,jews,,control banks,['yoruba'],Daniella
1447,Jews are clannish,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are clannish,jews,,clannish,,['yoruba'],Daniella
1448,Jews are stingy,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are stingy,jews,,stingy,,['yoruba'],Daniella
1449,Jews are overly intellectual,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are overly intellectual,jews,,overly intellectual,,['yoruba'],Daniella
1450,Jews are disloyal to their countries,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are disloyal to their countries,jews,,disloyal to their countries,,['yoruba'],Daniella
1451,Jews are manipulative,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are manipulative,jews,,manipulative,,['yoruba'],Daniella
1452,Jews are always victims,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are always victims,jews,,always victims,,['yoruba'],Daniella
1453,Jews are powerful behind the scenes.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Jews are powerful behind the scenes,jews,,powerful behind the scenes,,['yoruba'],Daniella
1454,Hindus are superstitious,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are superstitious,hindus,,superstitious,,['yoruba'],Daniella
1455,Hindus are obsessed with caste,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are obsessed with caste,hindus,,obsessed with caste,,['yoruba'],Daniella
1456,Hindus are polytheistic and confused,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are polytheistic and confused,hindus,,polytheistic and confused,polytheistic ,['yoruba'],Daniella
,Hindus are polytheistic and confused,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are polytheistic and confused,,hindus,,confused,['yoruba'],Daniella
1457,Hindus are passive or submissive,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Hindus are passive or submissive,hindus,,passive or submissive,passive,['yoruba'],Daniella
,Hindus are passive or submissive,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Hindus are passive or submissive,,hindus,,submissive ,['yoruba'],Daniella
1458,Hindus worship cows,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus worship cows,hindus,,worship cows,,['yoruba'],Daniella
1459,Hindus are overly traditional,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus are overly traditional,hindus,,overly traditional,,['yoruba'],Daniella
1460,Hindus don't respect women,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Hindus don't respect women,hindus,,don't respect women,,['yoruba'],Daniella
1461,Hindus are against modern values.,religion,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,et,Hindus are against modern values,hindus,,against modern values,,['yoruba'],Daniella
1462,Young people are careless,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Young people are careless,young people,,are careless,,['yoruba'],Daniella
1463,young people are lazy,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are lazy,young people,,are lazy,,['yoruba'],Daniella
1464,young people are entitled,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are entitled,young people,,are entitled,,['yoruba'],Daniella
1465,young people are glued to their phones,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are glued to their phones,young people,,are glued to their phones,,['yoruba'],Daniella
1466,young people are rebellious,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are rebellious,young people,,are rebellious,,['yoruba'],Daniella
1467,young people are disrespectful,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are disrespectful,young people,,are disrespectful,,['yoruba'],Daniella
1468,young people are irresponsible,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are irresponsible,young people,,are irresponsible,,['yoruba'],Daniella
1469,young people are naive,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are naive,young people,,are naive,,['yoruba'],Daniella
1470,young people can’t handle criticism,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people can’t handle criticism,young people,,can’t handle criticism,,['yoruba'],Daniella
1471,young people don’t want to work hard,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people don’t want to work hard,young people,,don’t want to work hard,,['yoruba'],Daniella
1472,young people are overly sensitive,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are overly sensitive,young people,,are overly sensitive,,['yoruba'],Daniella
1473,young people are impulsive,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are impulsive,young people,,are impulsive,,['yoruba'],Daniella
1474,young people are obsessed with social media,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are obsessed with social media,young people,,are obsessed with social media,,['yoruba'],Daniella
1475,young people have no attention span,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people have no attention span,young people,,have no attention span,,['yoruba'],Daniella
1476,young people are immature,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are immature,young people,,are immature,,['yoruba'],Daniella
1477,young people are always in a rush,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people are always in a rush,young people,,are always in a rush,,['yoruba'],Daniella
1478,young people think they know everything,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people think they know everything,young people,,think they know everything,,['yoruba'],Daniella
1479,young people lack real-world experience.,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,young people lack real-world experience,young people,,lack real-world experience,,['yoruba'],Daniella
1480,Old people are wise,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,,are wise,,['yoruba'],Daniella
1481,old people are slow,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are slow,old people,,are slow,,['yoruba'],Daniella
1482,old people are forgetful,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,old people are forgetful,old people,,are forgetful,,['yoruba'],Daniella
1483,old people are bad with technology,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are bad with technology,old people,,are bad with technology,,['yoruba'],Daniella
1484,old people are stubborn,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are stubborn,old people,,are stubborn,,['yoruba'],Daniella
1485,old people are conservative,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are conservative,old people,,are conservative,,['yoruba'],Daniella
1486,old people are set in their ways,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are set in their ways,old people,,are set in their ways,,['yoruba'],Daniella
1487,old people are judgmental,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,old people are judgmental,old people,,are judgmental,,['yoruba'],Daniella
1488,old people are physically weak,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are physically weak,old people,,are physically weak,,['yoruba'],Daniella
1489,old people are lonely,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are lonely,old people,,are lonely,,['yoruba'],Daniella
1490,old people are grumpy,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ro,old people are grumpy,old people,,are grumpy,,['yoruba'],Daniella
1491,old people can’t learn new things,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people can’t learn new things,old people,,can’t learn new things,,['yoruba'],Daniella
1492,old people talk too much about the past,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people talk too much about the past,old people,,talk too much about the past,,['yoruba'],Daniella
1493,old people are out of touch,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are out of touch,old people,,are out of touch,,['yoruba'],Daniella
1494,old people need constant care,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people need constant care,old people,,need constant care,,['yoruba'],Daniella
1495,old people are fragile,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,da,old people are fragile,old people,,are fragile,,['yoruba'],Daniella
1496,old people are always sick,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are always sick,old people,,are always sick,,['yoruba'],Daniella
1497,old people are a burden.,age,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,old people are a burden,old people,,are a burden,,['yoruba'],Daniella
1498,Doctors are smart,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Doctors are smart,doctors,,smart,,['yoruba'],Daniella
1499,doctors are rich,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,doctors are rich,doctors,,rich,,['yoruba'],Daniella
1500,doctors are arrogant,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,ca,doctors are arrogant,doctors,,arrogant,,['yoruba'],Daniella
1501,doctors have no social life,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,es,doctors have no social life,doctors,,no social life,,['yoruba'],Daniella
1502,doctors are always busy,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,doctors are always busy,doctors,,always busy,,['yoruba'],Daniella
1503,doctors think they’re better than others.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,doctors think they’re better than others,doctors,,think they’re better than others,,['yoruba'],Daniella
1504,Lawyers are argumentative,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Lawyers are argumentative,lawyers,,argumentative,,['yoruba'],Daniella
1505,lawyers are manipulative,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,lawyers are manipulative,lawyers,,manipulative,,['yoruba'],Daniella
1506,lawyers are greedy,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,cy,lawyers are greedy,lawyers,,greedy,,['yoruba'],Daniella
1507,lawyers are liars,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,lawyers are liars,lawyers,,liars,,['yoruba'],Daniella
1508,lawyers are workaholics,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,lawyers are workaholics,lawyers,,workaholics,,['yoruba'],Daniella
1509,lawyers are highly intelligent.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,lawyers are highly intelligent,lawyers,,highly intelligent,,['yoruba'],Daniella
1510,Teachers are patient,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Teachers are patient,teachers,,patient,,['yoruba'],Daniella
1511,teachers are underpaid,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers are underpaid,teachers,,underpaid,,['yoruba'],Daniella
1512,teachers are nurturing,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers are nurturing,teachers,,nurturing,,['yoruba'],Daniella
1513,teachers are overworked,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers are overworked,teachers,,overworked,,['yoruba'],Daniella
1514,teachers are moral role models,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers are moral role models,teachers,,moral role models,,['yoruba'],Daniella
1515,teachers are strict,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers are strict,teachers,,strict,,['yoruba'],Daniella
1516,teachers aren’t ambitious.,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,teachers aren’t ambitious,teachers,,aren’t ambitious,,['yoruba'],Daniella
1517,Engineers are logical,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,Engineers are logical,engineers,,logical,,['yoruba'],Daniella
1518,engineers are introverted,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,engineers are introverted,engineers,,introverted,,['yoruba'],Daniella
1519,engineers are bad communicators,profession,56,Male,26–35 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,engineers are bad communicators,engineers,,bad communicators,,['yoruba'],Daniella
